Basin_name,Category,AL,WaterType,purpose_des,WSP,WS,ShareComponent,Purpose,Long,Lat
Macquarie,UNREGULATED RIVER,80AL718203,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,93,I,147.581616,-31.262443
Macquarie,DOMESTIC AND STOCK,80AL718206,UNREG,STOCK,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,C,147.360346,-30.989455
Macquarie,UNREGULATED RIVER,80AL718207,UNREG,STOCK,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,93,C,147.360346,-30.989455
Macquarie,UNREGULATED RIVER,80AL718213,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,90,I,147.477897,-31.304907
Macquarie,UNREGULATED RIVER,80AL718217,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,342,I,149.0927505,-33.36246437
Macquarie,DOMESTIC AND STOCK[STOCK],80AL718220,UNREG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,I,149.144684,-33.224488
Macquarie,UNREGULATED RIVER,80AL718221,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,140,I,149.144684,-33.224488
Macquarie,DOMESTIC AND STOCK,80AL718230,UNREG,STOCK,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,3,C,149.27598,-33.297442
Macquarie,UNREGULATED RIVER,80AL718231,UNREG,STOCK,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,24,C,149.27598,-33.297442
Macquarie,DOMESTIC AND STOCK[STOCK],80AL718238,UNREG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,4,I,149.075294,-33.344262
Macquarie,UNREGULATED RIVER,80AL718239,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,41,I,149.075294,-33.344262
Macquarie,DOMESTIC AND STOCK[STOCK],80AL718241,UNREG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,4,I,149.0475967,-33.31940113
Macquarie,UNREGULATED RIVER,80AL718242,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,32,I,149.0475967,-33.31940113
Macquarie,UNREGULATED RIVER,80AL718252,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,66,I,149.149819,-33.353481
Macquarie,UNREGULATED RIVER,80AL718256,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,39,I,149.142007,-33.261193
Macquarie,DOMESTIC AND STOCK,80AL718258,UNREG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,I,149.2403856,-33.42933642
Macquarie,UNREGULATED RIVER,80AL718259,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,42,I,149.2403856,-33.42933642
Macquarie,UNREGULATED RIVER,80AL718261,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,I,149.281471,-33.291612
Macquarie,DOMESTIC AND STOCK,80AL718265,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.142877,-33.274918
Macquarie,DOMESTIC AND STOCK[STOCK],80AL718277,UNREG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,4,C,149.144956,-33.192861
Macquarie,UNREGULATED RIVER,80AL718278,UNREG,STOCK,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,73,C,149.144684,-33.224488
Macquarie,UNREGULATED RIVER,80AL718286,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,66,I,149.050726,-33.327764
Macquarie,UNREGULATED RIVER,80AL718288,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,I,149.275689,-33.295265
Macquarie,UNREGULATED RIVER,80AL718290,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,I,149.283341,-33.291777
Macquarie,DOMESTIC AND STOCK,80AL718292,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.093908,-33.327113
Macquarie,UNREGULATED RIVER,80AL718294,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,124,I,149.0872879,-33.30964166
Macquarie,DOMESTIC AND STOCK,80AL718298,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.146925,-33.291211
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL718301,UNREG,DOMESTIC,DOMESTIC AND STOCK[DOMESTIC],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,J,149.1707647,-33.25625261
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL718305,UNREG,DOMESTIC,DOMESTIC AND STOCK[DOMESTIC],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,J,149.1742176,-33.25353213
Macquarie,UNREGULATED RIVER,80AL718307,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,I,149.1256316,-33.17903974
Macquarie,UNREGULATED RIVER,80AL718309,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,29,I,149.1725028,-33.30604322
Macquarie,UNREGULATED RIVER,80AL718313,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,I,149.1263557,-33.17439231
Macquarie,DOMESTIC AND STOCK,80AL718315,UNREG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,I,149.1712838,-33.24426842
Macquarie,UNREGULATED RIVER,80AL718316,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,13,I,149.1712838,-33.24426842
Macquarie,UNREGULATED RIVER,80AL718318,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,51,I,149.1259633,-33.21893689
Macquarie,DOMESTIC AND STOCK,80AL718320,UNREG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,I,149.0429043,-33.34246429
Macquarie,UNREGULATED RIVER,80AL718321,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,7,I,149.0429043,-33.34246429
Macquarie,DOMESTIC AND STOCK,80AL718323,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,J,149.1723313,-33.25277157
Macquarie,DOMESTIC AND STOCK,80AL718325,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.0557311,-33.33098059
Macquarie,UNREGULATED RIVER,80AL718326,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,12,W,149.0557311,-33.33098059
Macquarie,UNREGULATED RIVER,80AL718328,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,15,W,149.0407881,-33.32912599
Macquarie,UNREGULATED RIVER,80AL718330,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,335,W,149.0413837,-33.3385396
Macquarie,UNREGULATED RIVER,80AL718332,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,116,W,149.0372157,-33.32978883
Macquarie,UNREGULATED RIVER,80AL718334,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,33,W,149.0645899,-33.36996069
Macquarie,UNREGULATED RIVER,80AL718336,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,14,W,149.1103392,-33.24067384
Macquarie,DOMESTIC AND STOCK,80AL718338,UNREG,STOCK,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,C,149.1149387,-33.2605425
Macquarie,UNREGULATED RIVER,80AL718339,UNREG,STOCK,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,40,C,149.1149387,-33.2605425
Macquarie,DOMESTIC AND STOCK,80AL718341,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.0656967,-33.35358449
Macquarie,UNREGULATED RIVER,80AL718342,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,42,W,149.0656967,-33.35358449
Macquarie,DOMESTIC AND STOCK,80AL718346,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.1549547,-33.12973232
Macquarie,UNREGULATED RIVER,80AL718347,UNREG,DOMESTIC,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.1549547,-33.12973232
Macquarie,UNREGULATED RIVER,80AL718350,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,73,I,149.071728,-33.36097752
Macquarie,UNREGULATED RIVER,80AL718353,UNREG,FARMING,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,86,K,149.1497166,-33.35028213
Macquarie,DOMESTIC AND STOCK,80AL718355,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.0467494,-33.37637013
Macquarie,UNREGULATED RIVER,80AL718356,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,13,W,149.0467494,-33.37637013
Macquarie,DOMESTIC AND STOCK,80AL718358,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.0667201,-33.30594573
Macquarie,UNREGULATED RIVER,80AL718359,UNREG,DOMESTIC,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,16,J,149.0667201,-33.30594573
Macquarie,UNREGULATED RIVER,80AL718361,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,11,I,149.1948316,-33.38019619
Macquarie,DOMESTIC AND STOCK,80AL718363,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.0471666,-33.34142018
Macquarie,UNREGULATED RIVER,80AL718364,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,20,W,149.0471666,-33.34142018
Macquarie,DOMESTIC AND STOCK,80AL718366,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.029341,-33.35106412
Macquarie,UNREGULATED RIVER,80AL718367,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,21,W,149.029341,-33.35106412
Macquarie,UNREGULATED RIVER,80AL718370,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,23,I,149.0633373,-33.3127832
Macquarie,UNREGULATED RIVER,80AL718372,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,I,149.0741142,-33.31705837
Macquarie,DOMESTIC AND STOCK,80AL718374,UNREG,STOCK,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,C,149.1209691,-33.37571879
Macquarie,UNREGULATED RIVER,80AL718375,UNREG,STOCK,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,3,C,149.1209691,-33.37571879
Macquarie,UNREGULATED RIVER,80AL718379,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,162,I,149.071386,-33.31796057
Macquarie,UNREGULATED RIVER,80AL718381,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,16,I,149.0649859,-33.31620052
Macquarie,DOMESTIC AND STOCK,80AL718383,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.139238,-33.243725
Macquarie,UNREGULATED RIVER,80AL718385,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,46,I,149.042681,-33.34624634
Macquarie,UNREGULATED RIVER,80AL718387,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,12,I,149.042055,-33.349131
Macquarie,DOMESTIC AND STOCK,80AL718389,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,149.0770779,-33.3188394
Macquarie,UNREGULATED RIVER,80AL718390,UNREG,DOMESTIC,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,J,149.0770779,-33.3188394
Macquarie,DOMESTIC AND STOCK,80AL718392,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,J,149.1860229,-33.17416112
Macquarie,DOMESTIC AND STOCK,80AL718394,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.0545219,-33.33484209
Macquarie,UNREGULATED RIVER,80AL718395,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,4,W,149.0545219,-33.33484209
Macquarie,DOMESTIC AND STOCK,80AL718397,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.1359726,-33.32953595
Macquarie,UNREGULATED RIVER,80AL718398,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,78,W,149.1359726,-33.32953595
Macquarie,DOMESTIC AND STOCK[STOCK],80AL718400,UNREG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,C,149.140261,-33.23944
Macquarie,UNREGULATED RIVER,80AL718403,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,44,I,149.063449,-33.31934614
Macquarie,UNREGULATED RIVER,80AL718406,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,50,I,149.3019175,-33.39790338
Macquarie,UNREGULATED RIVER,80AL718408,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,33,I,149.1991444,-33.3841505
Macquarie,DOMESTIC AND STOCK,80AL718424,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,J,147.71434,-32.410387
Macquarie,UNREGULATED RIVER,80AL718425,UNREG,DOMESTIC,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,J,147.71434,-32.410387
Macquarie,UNREGULATED RIVER,80AL718441,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,140,I,148.005238,-32.554747
Macquarie,DOMESTIC AND STOCK,80AL718444,UNREG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,I,147.951438,-32.494007
Macquarie,UNREGULATED RIVER,80AL718445,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,140,I,147.951438,-32.494007
Macquarie,DOMESTIC AND STOCK,80AL718447,UNREG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,I,147.963852,-32.517387
Macquarie,UNREGULATED RIVER,80AL718448,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,93,I,147.963852,-32.517387
Macquarie,DOMESTIC AND STOCK[STOCK],80AL718460,UNREG,STOCK,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,4,C,147.576042,-32.609363
Macquarie,UNREGULATED RIVER,80AL718461,UNREG,STOCK,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,C,147.576042,-32.609363
Macquarie,DOMESTIC AND STOCK,80AL718464,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,J,147.966518,-32.501792
Macquarie,UNREGULATED RIVER,80AL718465,UNREG,DOMESTIC,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,309,J,147.966518,-32.501792
Macquarie,UNREGULATED RIVER (REGULATED SUPPLY),80AL719367,UNREG,CONVEYANCING,UNREGULATED RIVER (REGULATED SUPPLY),MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,2008,88,147.8192481,-31.65127829
Macquarie,UNREGULATED RIVER (REGULATED SUPPLY),80AL719371,UNREG,AUGMENTATION,UNREGULATED RIVER (REGULATED SUPPLY),MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,931,L,147.116989,-31.215859
Macquarie,UNREGULATED RIVER (REGULATED SUPPLY),80AL719372,UNREG,AUGMENTATION,UNREGULATED RIVER (REGULATED SUPPLY),MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,35586,L,148.137514,-31.78190448
Macquarie,UNREGULATED RIVER (REGULATED SUPPLY),80AL719373,UNREG,AUGMENTATION,UNREGULATED RIVER (REGULATED SUPPLY),MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,26242,L,147.7421538,-31.40260349
Macquarie,DOMESTIC AND STOCK[STOCK],80AL719401,UNREG,IRRIGATION,DOMESTIC AND STOCK[STOCK],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,4,I,148.133233,-31.789065
Macquarie,UNREGULATED RIVER,80AL719402,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,45,I,148.133233,-31.789065
Macquarie,UNREGULATED RIVER,80AL719409,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,20,I,149.077204,-33.254569
Macquarie,UNREGULATED RIVER,80AL719411,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,34,I,149.006916,-33.280132
Macquarie,UNREGULATED RIVER,80AL719413,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,8,I,149.07502,-33.375964
Macquarie,UNREGULATED RIVER,80AL719416,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,594,I,147.167217,-31.597886
Macquarie,UNREGULATED RIVER,80AL719418,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,972,I,147.167119,-31.598134
Macquarie,DOMESTIC AND STOCK,80AL719421,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,6,W,147.873466,-31.07865
Macquarie,UNREGULATED RIVER,80AL719437,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,21384,I,147.593237,-30.468059
Macquarie,UNREGULATED RIVER,80AL719443,UNREG,RECREATION - HIGH SECURITY,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,35,B1,148.646219,-32.2306174
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL719445,UNREG,DOMESTIC,DOMESTIC AND STOCK[DOMESTIC],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,J,149.571794,-33.695291
Macquarie,DOMESTIC AND STOCK,80AL719454,UNREG,FARMING,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,K,149.002759,-33.2877316
Macquarie,UNREGULATED RIVER,80AL719455,UNREG,FARMING,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,K,149.002759,-33.2877316
Macquarie,DOMESTIC AND STOCK,80AL719460,UNREG,FARMING,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,K,149.059854,-33.30670004
Macquarie,UNREGULATED RIVER,80AL719461,UNREG,FARMING,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,20,K,149.059854,-33.30670004
Macquarie,DOMESTIC AND STOCK,80AL719463,UNREG,CONSERVATION OF WATER,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,W,149.0005742,-33.28186017
Macquarie,UNREGULATED RIVER,80AL719464,UNREG,CONSERVATION OF WATER,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,16,W,149.0005742,-33.28186017
Macquarie,DOMESTIC AND STOCK[DOMESTIC],80AL719466,UNREG,FARMING,DOMESTIC AND STOCK[DOMESTIC],MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,K,149.0110807,-33.29008608
Macquarie,UNREGULATED RIVER,80AL719467,UNREG,FARMING,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,43,K,149.0110807,-33.29008608
Macquarie,DOMESTIC AND STOCK,80AL719469,UNREG,IRRIGATION,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,I,149.4459636,-32.79563977
Macquarie,UNREGULATED RIVER,80AL719470,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,18,I,149.4459636,-32.79563977
Macquarie,DOMESTIC AND STOCK,80AL719479,UNREG,FARMING,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,K,149.0997818,-33.21652309
Macquarie,UNREGULATED RIVER,80AL719480,UNREG,FARMING,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,16,K,149.0997818,-33.21652309
Macquarie,DOMESTIC AND STOCK,80AL719482,UNREG,TEACHING,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,TE,149.1159404,-33.2419944
Macquarie,UNREGULATED RIVER,80AL719483,UNREG,TEACHING,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,149,TE,149.1159404,-33.2419944
Macquarie,DOMESTIC AND STOCK,80AL719485,UNREG,COMMERCIAL,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,5,C1,149.0355007,-33.24026234
Macquarie,UNREGULATED RIVER,80AL719486,UNREG,COMMERCIAL,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,42,C1,149.0355007,-33.24026234
Macquarie,DOMESTIC AND STOCK,80AL719488,UNREG,DOMESTIC,DOMESTIC AND STOCK,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,1,J,148.994243,-33.087411
Macquarie,UNREGULATED RIVER,80AL719493,UNREG,IRRIGATION,UNREGULATED RIVER,MACQUARIE BOGAN UNREGULATED AND ALLUVIAL WATER SOURCES 2012,98,I,149.072649,-33.366777
